Time,Open,High,Low,Close,Volume
2026-06-18 20:00:00,62672.1,62731.6,62249.5,62587.5,2528
2026-06-18 21:00:00,62590.4,62945.0,62555.9,62687.4,2212
2026-06-18 22:00:00,62691.1,62992.0,62615.2,62931.3,1615
2026-06-18 23:00:00,62942.6,63254.4,62937.4,63072.3,1524
2026-06-19 00:00:00,63072.3,63110.0,62856.0,62953.0,1109
2026-06-19 01:00:00,62946.9,62985.1,62721.3,62865.7,869
2026-06-19 02:00:00,62865.7,62975.0,62740.5,62941.8,1050
2026-06-19 03:00:00,62941.8,63078.5,62831.1,63012.3,1240
2026-06-19 04:00:00,63013.8,63092.5,62835.3,63012.7,1102
2026-06-19 05:00:00,63012.7,63102.5,62877.4,62990.4,963
2026-06-19 06:00:00,62990.4,63017.5,62368.2,62762.9,2280
2026-06-19 07:00:00,62762.9,62904.0,62395.2,62439.4,1833
2026-06-19 08:00:00,62440.2,62730.1,62435.6,62723.9,1276
2026-06-19 09:00:00,62723.9,62903.1,62711.5,62881.5,1058
2026-06-19 10:00:00,62881.5,62910.4,62466.6,62619.3,1326
2026-06-19 11:00:00,62622.8,62774.3,62530.3,62594.3,1014
2026-06-19 12:00:00,62595.8,62647.0,62303.8,62374.1,1555
2026-06-19 13:00:00,62372.8,62584.4,62369.6,62523.0,1321
2026-06-19 14:00:00,62523.0,62674.5,62438.9,62618.5,1056
2026-06-19 15:00:00,62622.5,62865.0,62339.6,62814.5,1983
2026-06-19 16:00:00,62816.4,63387.2,62649.3,63196.1,2865
2026-06-19 17:00:00,63193.5,63402.6,62993.3,63193.6,2153
2026-06-19 18:00:00,63193.6,63275.1,63009.4,63205.4,1794
2026-06-19 19:00:00,63203.5,63381.6,62912.8,62958.4,1824
2026-06-19 20:00:00,62959.7,63217.2,62855.7,63184.9,1785
2026-06-19 21:00:00,63182.8,63189.8,62975.0,63099.2,999
2026-06-19 22:00:00,63095.3,63133.2,62928.8,63015.0,880
2026-06-19 23:00:00,63016.6,63267.0,62946.4,63236.7,813
2026-06-20 00:00:00,63233.3,63259.1,63046.1,63065.2,786
2026-06-20 01:00:00,63064.0,63363.4,63038.2,63302.7,569
2026-06-20 02:00:00,63302.8,63659.1,63260.7,63530.0,820
2026-06-20 03:00:00,63523.6,63768.7,63456.1,63517.9,1430
2026-06-20 04:00:00,63517.9,63609.6,63389.1,63566.7,833
2026-06-20 05:00:00,63551.9,63551.9,63324.5,63327.2,804
2026-06-20 06:00:00,63327.2,63501.1,63307.9,63464.1,616
2026-06-20 07:00:00,63466.5,63603.4,63388.7,63572.0,607
2026-06-20 08:00:00,63575.5,63889.6,63530.5,63665.3,1176
2026-06-20 09:00:00,63665.3,63749.4,63631.7,63732.4,642
2026-06-20 10:00:00,63732.4,63765.8,63617.7,63630.4,447
2026-06-20 11:00:00,63631.35,63644.8,63374.5,63408.9,838
2026-06-20 12:00:00,63410.85,63777.6,63410.85,63720.2,762
2026-06-20 13:00:00,63720.7,63764.9,63584.7,63665.3,568
2026-06-20 14:00:00,63665.3,63791.6,63607.6,63673.3,555
2026-06-20 15:00:00,63673.3,63776.4,63540.4,63645.5,635
2026-06-20 16:00:00,63644.1,63644.1,63265.8,63390.6,1246
2026-06-20 17:00:00,63386.4,64140.4,63186.7,63944.9,2527
2026-06-20 18:00:00,63941.4,64375.7,63828.1,64146.3,2311
2026-06-20 19:00:00,64155.3,64162.4,63894.7,64019.7,1286
2026-06-20 20:00:00,64012.8,64026.4,63726.8,63833.0,1214
2026-06-20 21:00:00,63835.7,63921.5,63771.8,63796.9,607
2026-06-20 22:00:00,63794.25,63956.4,63787.5,63929.3,699
2026-06-20 23:00:00,63927.3,63969.2,63845.5,63919.9,463
2026-06-21 00:00:00,63920.8,64086.3,63913.4,64005.5,719
2026-06-21 01:00:00,64005.5,64343.1,63971.5,64260.8,1077
2026-06-21 02:00:00,64260.7,64326.8,64241.4,64287.3,603
2026-06-21 03:00:00,64290.9,64316.9,64220.6,64283.8,516
2026-06-21 04:00:00,64283.8,64316.0,64201.6,64237.9,457
2026-06-21 05:00:00,64234.1,64264.7,64206.1,64233.3,345
2026-06-21 06:00:00,64233.3,64466.6,64220.6,64413.7,790
2026-06-21 07:00:00,64413.7,64566.6,64254.8,64270.6,844
2026-06-21 08:00:00,64270.6,64359.6,64210.2,64240.9,549
2026-06-21 09:00:00,64240.9,64313.2,64184.3,64291.2,401
2026-06-21 10:00:00,64291.2,64291.2,64156.6,64176.3,401
2026-06-21 11:00:00,64180.2,64213.8,63888.8,64005.9,773
2026-06-21 12:00:00,64005.9,64241.2,63947.1,64196.1,729
2026-06-21 13:00:00,64196.1,64395.6,64189.3,64352.5,779
2026-06-21 14:00:00,64356.8,64468.4,64096.8,64158.3,1499
2026-06-21 15:00:00,64158.3,64221.5,63937.0,64180.5,1144
2026-06-21 16:00:00,64177.9,64177.9,63998.8,64131.2,785
2026-06-21 17:00:00,64131.2,64143.5,63985.7,64134.0,652
2026-06-21 18:00:00,64134.3,64338.3,64104.7,64209.5,899
2026-06-21 19:00:00,64209.15,64242.3,64027.3,64134.3,931
2026-06-21 20:00:00,64134.3,64209.1,64061.7,64135.0,596
2026-06-21 21:00:00,64135.0,64224.5,63929.5,64193.4,982
2026-06-21 22:00:00,64193.4,64289.2,64150.5,64190.0,627
2026-06-21 23:00:00,64190.0,64253.7,63682.8,63833.3,1085
2026-06-22 00:00:00,63835.9,63951.1,63496.7,63794.9,2057
2026-06-22 01:00:00,63794.1,63854.2,63562.2,63787.5,1798
2026-06-22 02:00:00,63783.65,63783.65,63258.8,63298.7,2435
2026-06-22 03:00:00,63303.5,64084.9,63300.7,63881.9,2882
2026-06-22 04:00:00,63884.1,64819.9,63841.7,64592.2,3788
2026-06-22 05:00:00,64595.1,64659.3,64236.3,64247.0,1845
2026-06-22 06:00:00,64248.7,64452.7,63888.8,63960.3,2425
2026-06-22 07:00:00,63963.3,64107.0,63859.4,64085.3,1298
2026-06-22 08:00:00,64082.7,64328.6,64073.2,64237.3,1125
2026-06-22 09:00:00,64242.4,64320.3,63942.5,63981.3,1033
2026-06-22 10:00:00,63984.7,64385.8,63960.0,64201.7,1142
2026-06-22 11:00:00,64201.7,64339.6,64010.45,64155.1,1947
2026-06-22 12:00:00,64156.2,64256.2,64041.1,64138.1,1195
2026-06-22 13:00:00,64134.5,64268.8,64066.0,64128.8,808
2026-06-22 14:00:00,64128.8,64767.1,64087.9,64646.5,2265
2026-06-22 15:00:00,64648.2,65210.3,64568.2,65140.6,2424
2026-06-22 16:00:00,65142.3,65580.0,64940.6,65573.6,3433
2026-06-22 17:00:00,65577.0,65613.4,64820.2,64960.8,3507
2026-06-22 18:00:00,64962.9,65131.9,64739.8,64824.4,2644
2026-06-22 19:00:00,64825.9,64851.4,64505.1,64707.4,2213
2026-06-22 20:00:00,64709.4,64758.8,64376.1,64595.0,1440
2026-06-22 21:00:00,64595.0,64723.1,64300.1,64328.2,1294
2026-06-22 22:00:00,64332.2,64488.5,64265.4,64471.3,1393
2026-06-22 23:00:00,64464.4,64651.8,64347.2,64421.3,773
2026-06-23 00:00:00,64420.1,64469.3,64131.6,64302.6,846
2026-06-23 01:00:00,64302.7,64385.9,63790.4,63960.3,2052
2026-06-23 02:00:00,63958.3,64040.7,63869.25,64008.8,1152
2026-06-23 03:00:00,64006.35,64150.2,63818.1,64138.8,1456
2026-06-23 04:00:00,64139.95,64263.0,63877.0,64143.3,1607
2026-06-23 05:00:00,64143.3,64261.5,64028.6,64187.6,1060
2026-06-23 06:00:00,64188.7,64191.5,63953.3,64054.7,941
2026-06-23 07:00:00,64055.3,64081.7,63602.0,63612.1,1067
2026-06-23 08:00:00,63614.7,63718.6,63343.5,63382.3,2037
2026-06-23 09:00:00,63385.6,63385.6,62552.0,62927.2,3229
2026-06-23 10:00:00,62927.9,63083.5,62846.6,62878.6,1884
2026-06-23 11:00:00,62878.6,62946.05,61922.2,62373.3,3984
2026-06-23 12:00:00,62375.1,62498.2,62329.1,62369.0,1081
2026-06-23 13:00:00,62368.8,62564.9,62228.4,62309.1,1143
2026-06-23 14:00:00,62312.9,62619.0,62311.0,62493.4,1334
2026-06-23 15:00:00,62495.3,62544.6,62176.3,62247.5,1241
2026-06-23 16:00:00,62250.85,62525.5,61944.5,62468.8,4099
2026-06-23 17:00:00,62466.4,62844.1,62389.5,62482.3,4130
2026-06-23 18:00:00,62459.8,62502.3,62182.9,62471.2,2604
2026-06-23 19:00:00,62470.1,62816.8,62406.0,62537.9,2048
2026-06-23 20:00:00,62535.4,62673.1,62317.4,62342.5,1547
2026-06-23 21:00:00,62348.7,62435.6,62088.8,62229.0,1588
2026-06-23 22:00:00,62229.0,62467.8,62218.0,62378.8,1825
2026-06-23 23:00:00,62384.1,62524.7,62363.8,62457.6,1003
2026-06-24 00:00:00,62458.7,62643.6,62458.7,62586.6,937
2026-06-24 01:00:00,62584.7,62762.8,62509.4,62577.1,1025
2026-06-24 02:00:00,62575.2,62786.3,62482.1,62715.6,1085
2026-06-24 03:00:00,62715.6,63014.3,62715.6,63005.1,1790
2026-06-24 04:00:00,63009.8,63104.8,62761.8,62920.5,1937
2026-06-24 05:00:00,62920.5,63001.9,62592.7,62620.8,1562
2026-06-24 06:00:00,62622.7,62819.5,62448.8,62724.5,1506
2026-06-24 07:00:00,62725.1,62791.7,62518.1,62739.7,1166
2026-06-24 08:00:00,62739.7,63065.5,62697.1,62877.2,1160
2026-06-24 09:00:00,62879.6,62902.0,62717.3,62772.8,974
2026-06-24 10:00:00,62774.3,62840.0,62597.7,62647.8,1626
2026-06-24 11:00:00,62650.7,62806.1,62591.2,62792.1,1103
2026-06-24 12:00:00,62790.4,62790.4,62629.1,62671.7,858
2026-06-24 13:00:00,62671.7,62676.9,62411.6,62437.1,1248
2026-06-24 14:00:00,62435.4,63222.0,62306.1,62905.4,2197
2026-06-24 15:00:00,62906.9,62963.3,62575.9,62607.6,2110
2026-06-24 16:00:00,62610.45,62626.6,61245.1,61317.4,7157
2026-06-24 17:00:00,61315.9,61448.6,60870.8,61096.5,5767
2026-06-24 18:00:00,61100.9,61130.4,60246.8,60262.0,4858
2026-06-24 19:00:00,60258.2,60662.7,59610.95,59831.4,5419
2026-06-24 20:00:00,59832.5,60043.4,59090.8,59384.5,7300
2026-06-24 21:00:00,59387.7,59910.8,59290.8,59587.7,5352
2026-06-24 22:00:00,59591.6,59981.7,59509.6,59945.0,3551
2026-06-24 23:00:00,59942.0,61197.2,59838.7,60948.3,6172
2026-06-25 00:00:00,60952.6,61125.4,60659.3,61095.0,2184
2026-06-25 01:00:00,61094.9,61254.9,60789.7,60857.9,1695
2026-06-25 02:00:00,60856.0,61094.8,60810.5,61061.1,1444
2026-06-25 03:00:00,61064.4,61150.9,60711.8,60801.9,2147
2026-06-25 04:00:00,60801.8,60979.1,60699.6,60904.1,1677
2026-06-25 05:00:00,60906.0,60954.0,60688.8,60783.2,1333
2026-06-25 06:00:00,60783.2,60890.1,60668.8,60871.4,1050
2026-06-25 07:00:00,60873.2,61396.7,60775.8,61342.8,1188
2026-06-25 08:00:00,61342.8,61795.5,61267.5,61582.6,2562
2026-06-25 09:00:00,61582.6,61837.7,61582.6,61711.7,1427
2026-06-25 10:00:00,61715.5,61950.3,61629.1,61900.9,1917
2026-06-25 11:00:00,61900.9,61910.5,61666.4,61697.7,853
2026-06-25 12:00:00,61699.3,61778.7,61594.9,61720.8,900
2026-06-25 13:00:00,61719.0,61739.3,61251.0,61259.0,1073
2026-06-25 14:00:00,61259.05,61411.5,61049.9,61266.0,2068
2026-06-25 15:00:00,61266.35,61730.6,61060.1,61226.0,3024
2026-06-25 16:00:00,61223.3,61352.3,58107.5,58289.8,7882
